dbn,schoolname,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
20K062,J.H.S. 062 Ditmas,97,97,72,1171,95,802,1209,98,1115,8.2,7.6,7.5,7.9,7.2,6.7,7.1,7.5,7,6.3,7.1,7.8,7.5,6.9,7.2,7.7
20K069,P.S. 69 Vincent D. Grippo School,63,96,40,707,0,63,738,8.3,7.5,7.6,7.4,8.4,8.1,8.5,8.9,8.3,7.8,8.1,8.2
20K102,P.S. 102 The Bayview,74,72,62,693,0,84,958,8.6,7.8,7.8,8.1,8,7,7.3,7.9,8.3,7.4,7.6,8
20K104,P.S./I.S. 104 The Fort Hamilton School,100,89,99,434,68,952,436,76,960,8.1,7.3,7.2,7.6,8.1,7.7,8,8.8,7,7.2,7.6,8.4,7.8,7.4,7.6,8.3
20K105,P.S. 105 The Blythebourne,95,100,99,1217,0,104,1182,8.9,8.3,8.4,8.3,7.9,6,7,7.5,8.4,7.1,7.7,7.9
20K112,P.S. 112 Lefferts Park,97,98,31,397,0,32,404,8.7,7.8,7.8,7.9,8.2,7.9,8.3,8.8,8.5,7.9,8.1,8.3
20K127,P.S. 127 Mckinley Park,100,98,36,389,0,36,398,9,8.2,8.2,8.4,7.6,6.6,7.1,7.9,8.3,7.4,7.7,8.1
20K160,P.S. 160 William T. Sampson,84,100,49,728,0,58,677,8.6,7.6,7.7,7.7,7,6.2,7,7.7,7.8,6.9,7.4,7.7
20K163,P.S. 163 Bath Beach,98,54,44,47,21,170,48,39,388,8.6,7.4,7.6,7.5,8.8,8.2,8.6,8.9,8.4,6.8,8,8.3,8.6,7.5,8,8.2
20K164,P.S. 164 Caesar Rodney,100,100,52,444,0,48,414,9.2,8.1,8.1,8.3,9.3,8.4,8.8,9.1,9.3,8.3,8.4,8.7
20K170,Ralph A. Fabrizio School,95,81,58,582,0,61,716,8.6,7.8,7.7,8,7.9,7,7.2,8.2,8.3,7.4,7.5,8.1
20K176,P.S. 176 Ovington,74,87,54,907,0,73,1048,8.4,7.3,7.4,7.5,8.6,8.1,8.6,9.2,8.5,7.7,8,8.3
20K179,P.S. 179 Kensington,81,60,50,441,0,62,732,8.6,7.6,7.4,7.7,7.2,6,6.5,7.1,7.9,6.8,6.9,7.4
20K180,The SEEALL Academy,99,79,51,450,69,509,456,87,1004,8.5,7.5,7.6,7.8,8.7,8.3,8.7,8.6,7.2,6.4,7.3,7.8,8.1,7.4,7.9,8.1
20K185,P.S. 185 Walter Kassenbrock,100,92,53,593,0,53,647,8.6,7.5,7.5,7.7,9,8.5,8.9,9.2,8.8,8,8.2,8.5
20K186,P.S. 186 Dr. Irving A Gladstone,88,96,53,722,0,60,753,8.8,8,8,8.1,7.8,7.6,7.9,8.6,8.3,7.8,8,8.3
20K187,The Christa McAuliffe School\I.S. 187,100,68,65,991,39,617,992,57,947,8.7,7.9,7.8,8,9,7.4,8.1,8.7,7.8,6.1,7.5,8,8.5,7.1,7.8,8.2
20K192,P.S. 192 - The Magnet School for Math and Science,96,82,70,213,54,382,223,66,548,8.7,7.7,7.7,7.9,8.4,7.2,8.1,8.6,7.4,7.2,7.6,8.2,8.2,7.4,7.8,8.2
20K200,P.S. 200 Benson School,81,83,62,880,0,77,1061,8.9,8,7.9,8.1,7,5.8,6.3,7,7.9,6.9,7.1,7.6
20K201,J.H.S. 201 The Dyker Heights,96,72,63,1439,63,870,1492,87,1383,8.2,7.1,7.2,7.6,8.5,6.9,7.1,8.1,6.8,5.5,6.8,7.5,7.8,6.5,7.1,7.7
20K204,P.S. 204 Vince Lombardi,94,59,63,514,0,67,872,8.8,7.8,7.7,8.1,9.4,8.6,9.3,9.4,9.1,8.2,8.5,8.8
20K205,P.S. 205 Clarion,65,48,46,368,0,71,768,8.4,7.3,7.5,7.4,7.2,6,6.5,7.5,7.8,6.7,7,7.4
20K220,J.H.S. 220 John J. Pershing,94,94,44,1177,90,511,1257,96,1173,7.8,7,7.1,7.2,6.8,6.7,7.1,7.8,6.5,5.5,6.4,7.1,7,6.4,6.8,7.4
20K223,J.H.S. 223 The Montauk,96,95,54,576,52,306,602,55,568,8.2,7.2,7.2,7.6,8,7.7,8.2,8.7,7,6,7.1,7.8,7.8,7,7.5,8
20K227,J.H.S. 227 Edward B. Shallow,95,93,30,1252,99,371,1321,106,1234,8,6.7,6.7,7,6.9,6.4,6.3,7.1,6.4,5.3,6.4,7.1,7.1,6.2,6.5,7.1
20K229,P.S. 229 Dyker,93,98,81,115,52,533,123,53,658,8.7,7.6,7.5,7.9,6.9,5.7,6,7.7,5.9,5.8,5.7,6.3,7.2,6.3,6.4,7.3
20K247,P.S. 247 Brooklyn,74,49,37,277,0,50,563,8.8,7.7,7.7,7.8,7.8,6.8,7.6,8.2,8.3,7.3,7.6,8
20K259,J.H.S. 259 William Mckinley,96,96,36,1347,91,466,1409,95,1294,8,7,7.2,7.4,9.1,8.7,9.4,9.5,7.6,6.9,7.9,8.5,8.2,7.6,8.1,8.5
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,100,86,7,64,0,7,74,9,8,8.2,8.5,9.7,8.4,9.5,9.3,9.4,8.2,8.9,8.9
20K310,P.S. 310,89,90,8,111,0,9,123,8.8,7.9,8.2,8,8.9,8.8,8.7,9,8.9,8.3,8.4,8.5
20K445,New Utrecht High School,14,69,17,419,122,477,3091,178,2844,7.8,6.9,6.9,7.2,7.8,7.4,8,8.2,7,6.3,7.1,7.5,7.6,6.9,7.4,7.7
20K485,High School of Telecommunication Arts and Technol,80,64,17,1001,49,215,1256,77,1232,8.2,7.5,7.5,7.8,8.2,8.1,7.5,8.6,7,6.3,6.8,7.6,7.8,7.3,7.3,8
20K490,Fort Hamilton High School,62,75,24,2589,163,898,4201,218,3808,7.6,6.7,7,7.2,7.7,7.3,7.6,8.1,7.1,6.3,7,7.6,7.5,6.8,7.2,7.6
20K503,PS 503: The School of Discovery,96,90,80,607,0,83,676,8.8,8.1,8.1,8.1,8,7.3,7.8,8.5,8.4,7.7,7.9,8.3
20K505,Franklin Delano Roosevelt High School,81,91,47,2545,177,1368,3138,195,2906,7.7,7,7.1,7.3,7.6,8,7.8,8.2,6.8,5.6,6.5,7.1,7.3,6.9,7.1,7.5
20K506,P.S. 506: The School of Journalism & Technology,71,69,40,417,0,56,603,8.7,8.1,8.1,8.3,8.3,8,8.3,8.8,8.5,8,8.2,8.5
20K609,Urban Assembly School for Criminal Justice,85,92,20,247,24,54,290,26,275,8.3,7.8,7.7,7.8,7.8,7.5,8.1,8.3,7.7,7.2,7.8,8.4,7.9,7.5,7.9,8.2
20K658,Franklin Delano Roosevelt YABC,89,100,5,222,45,11,250,45,207,8.2,7.3,7.3,8.4,7.8,7.1,7.9,7.8,7.6,6.5,7.4,7.7,7.8,6.9,7.6,7.9
20K682,THE ACADEMY OF TALENTED SCHOLARS,100,91,14,165,0,14,181,9.4,8.6,8.7,8.6,7.6,6.6,7.8,7.6,8.5,7.6,8.3,8.1
20K686,BROOKLYN SCHOOL OF INQUIRY,100,84,10,158,0,10,189,9.5,8.5,8.8,8.8,9.5,9,9.5,9.4,9.5,8.8,9.2,9.1
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,100,84,10,107,0,10,128,9.3,8.3,8.3,8.5,9.9,9.2,9.9,9.4,9.6,8.8,9.1,8.9
20K971,P.S. 971,100,100,6,121,0,6,121,9.1,7.9,7.9,8,9.4,8.3,8.6,8.7,9.3,8.1,8.3,8.4
21K090,P.S. 90 Edna Cohen School,86,81,38,365,0,44,449,8.9,8.2,8.1,8.3,6.4,5.6,6,7,7.6,6.9,7,7.6
21K095,P.S. 095 The Gravesend,99,97,61,179,73,455,180,75,750,8.2,7.1,7.2,7.4,6.6,6.2,6.1,6.8,6.3,5.7,6.4,7.2,7,6.3,6.6,7.1
21K096,I.S. 096 Seth Low,96,81,63,805,54,495,842,67,781,8,7,7.3,7.4,7.1,6.1,6.6,7.2,6.6,6.3,7,7.7,7.2,6.5,7,7.4
21K097,P.S. 97 The Highlawn,68,83,38,549,0,56,664,8.8,7.8,7.6,7.9,8.5,8,8.6,8.8,8.7,7.9,8.1,8.3
21K098,I.S. 98 Bay Academy,99,94,93,1191,58,1083,1204,62,1163,8.5,7.6,7.6,7.7,8.6,8.4,8.5,9,7,6.4,7.1,7.8,8,7.5,7.7,8.2
21K099,P.S. 099 Isaac Asimov,94,100,93,222,52,520,235,52,560,8.7,7.6,7.4,8.1,9.1,8.8,9.3,9.2,7.2,7.5,7.8,8,8.3,7.9,8.2,8.4
21K100,P.S. 100 The Coney Island School,98,81,48,511,0,49,627,8.8,7.9,7.7,8.1,8.1,7.2,7.6,8,8.4,7.5,7.7,8
21K101,P.S. 101 The Verrazano,97,99,56,716,0,58,725,9,8.2,8.1,8.3,8.9,8.5,8.8,9.1,8.9,8.3,8.5,8.7
21K121,P.S. 121 Nelson A. Rockefeller,100,96,93,56,23,205,56,24,221,9.3,8.7,8.4,9,8.9,7.9,8.2,8.6,7.6,6.7,7.6,8.1,8.6,7.8,8.1,8.6
21K128,P.S. 128 Bensonhurst,87,79,27,237,0,31,299,8.6,7.8,7.8,7.7,9.2,8.4,9.1,9.1,8.9,8.1,8.4,8.4
21K153,P.S. 153 Homecrest,92,97,36,404,0,39,415,8.7,7.7,7.8,7.8,7.6,5.6,6.3,6.5,8.2,6.6,7,7.1
21K177,P.S. 177 The Marlboro,100,99,58,745,0,58,750,8.9,8,7.7,8.1,8.2,6.6,7.1,8,8.6,7.3,7.4,8.1
21K188,P.S. 188 Michael E. Berdy,98,71,47,327,0,48,461,8.9,8.5,8.3,8.6,9,9,9.1,9.1,8.9,8.7,8.7,8.9
21K199,P.S. 199 Frederick Wachtel,69,85,31,356,0,45,420,8.8,7.4,7.6,7.7,7.6,5.7,6.7,7.5,8.2,6.6,7.1,7.6
21K209,P.S. 209 Margaret Mead,100,88,72,198,53,438,198,60,610,9.1,8.3,8.2,8.5,8,6.9,7.9,8.3,6.6,6.1,6.9,7.7,7.9,7.1,7.7,8.2
21K212,P.S. 212 Lady Deborah Moody,98,80,48,412,0,49,515,8.7,7.7,7.5,7.8,9.7,8.9,9.8,9.5,9.2,8.3,8.7,8.7
21K215,P.S. 215 Morris H. Weiss,72,70,34,418,0,47,600,8.6,7.3,7.3,7.7,9,8.1,8.8,8.8,8.8,7.7,8,8.2
21K216,P.S. 216 Arturo Toscanini,94,81,33,315,0,35,389,9.3,8.7,8.6,8.9,8.3,6.4,7.2,7.7,8.8,7.6,7.9,8.3
21K225,P.S. K225 - The Eileen E. Zaglin,92,94,80,260,75,576,282,80,720,8.8,7.8,7.6,8,8.7,8.4,8.8,9.1,8,7,8,8.3,8.5,7.7,8.1,8.5
21K226,P.S. 226 Alfred De B.Mason,99,83,72,261,60,497,264,72,690,8.8,8,8,8.2,8.1,7.8,8.2,8.7,7.3,6.6,7.5,7.9,8.1,7.5,7.9,8.3
21K228,I.S. 228 David A. Boody,99,89,71,793,50,533,804,56,752,8.4,7.6,7.5,7.9,8.1,8,8.5,8.9,6.7,5.9,6.8,7.6,7.7,7.2,7.6,8.1
21K238,P.S. 238 Anne Sullivan,97,80,56,158,41,246,163,51,437,8.9,8.3,8.3,8.5,8.7,8.2,8.9,9.1,7.8,7.7,8.2,8.8,8.5,8,8.5,8.8
21K239,Mark Twain I.S. 239 for the Gifted & Talented,94,91,81,1247,68,1039,1326,75,1288,8.9,7.8,7.9,8.4,9.1,8.5,9,9.2,7.8,6.4,7.7,8,8.6,7.6,8.2,8.5
21K253,P.S. 253,96,92,49,509,0,51,552,9.2,8.5,8.3,8.7,9.7,9.1,9.6,9.5,9.5,8.8,8.9,9.1
21K281,I.S. 281 Joseph B Cavallaro,96,98,61,1228,89,734,1278,91,1203,8.1,7.2,7.2,7.7,7.8,7.5,7.8,8.1,6.8,5.9,6.8,7.6,7.6,6.9,7.3,7.8
21K288,P.S. 288 The Shirley Tanyhill,97,79,41,145,33,149,149,42,363,8.1,7.2,7.1,7.6,6.4,5.6,5.5,6.3,6,6.3,6.8,7.4,6.8,6.4,6.5,7.1
21K303,I.S. 303 Herbert S. Eisenberg,98,100,93,697,53,614,712,52,661,8.6,8,7.9,8.3,8.5,8.2,8.2,8.8,7.8,7.4,8.2,8.7,8.3,7.9,8.1,8.6
21K329,P.S. 329 Surfside,81,89,39,352,0,48,396,8.8,8.1,8.1,8.4,7.9,8,8.2,8.6,8.4,8.1,8.1,8.5
21K337,International High School at Lafayette,94,96,46,306,22,137,324,23,296,8.3,7.8,7.4,7.6,7.5,5.8,6.6,6.8,7.6,7,7.1,7.8,7.8,6.8,7,7.4
21K344,Rachel Carson High School for Coastal Studies,90,84,57,403,27,247,449,32,432,7.7,7.5,7.3,7.7,6.5,5.3,6.1,6.8,6.3,6.1,6.1,7.1,6.9,6.3,6.5,7.2
21K348,High School of Sports Management,75,100,28,238,26,89,319,25,314,7.8,7.3,7.3,7.7,7.3,7.2,7.3,7.9,6,6.4,6.9,7.6,7,7,7.2,7.8
21K410,Abraham Lincoln High School,76,92,15,1861,135,339,2443,146,2312,7.4,6.6,6.7,6.9,7.1,6.2,6.7,7.2,6,5.8,6.2,7,6.8,6.2,6.5,7
21K411,Abraham Lincoln Yabc,69,82,0,140,28,203,34,192,8.4,8.6,8.8,8.9,7.2,6.2,6.9,6.9,7.8,7.4,7.9,7.9
21K468,Kingsborough Early College School,97,100,72,383,26,263,394,26,366,7.9,7.5,7.3,7.8,7.4,8,8.4,8.5,6.4,6.3,6.5,7.2,7.2,7.3,7.4,7.9
21K525,Edward R. Murrow High School,89,93,34,3436,192,1290,3860,207,3747,8.1,7.4,7.6,7.6,7.5,7.3,7.7,8,7,6,6.8,7.3,7.5,6.9,7.4,7.6
21K540,John Dewey High School,75,94,35,1879,128,828,2499,136,2387,7,6.7,6.7,7,6.4,5.4,6.5,6.7,6.4,5.6,6.5,7,6.6,5.9,6.6,6.9
21K559,Life Academy High School for Film and Music,47,76,20,98,13,40,210,17,204,8.1,7.3,7.4,7.4,6,4.3,5.4,6.8,6.2,6.4,6.4,7,6.8,6,6.4,7.1
21K572,Expeditionary Learning School for Community Leader,70,72,24,135,13,45,192,18,185,8.5,8.1,7.7,8.2,7.4,7.2,7.4,8.4,6.4,5.9,6.1,6.8,7.4,7.1,7.1,7.8
21K620,William E. Grady Career and Technical Education Hi,65,100,18,700,84,186,1076,81,1046,7.1,7.2,7.1,7.2,8.3,8.3,8.4,8.8,5.5,5.5,6.2,6.9,7,7,7.2,7.6
21K690,Brooklyn Studio Secondary School,94,74,31,797,43,234,850,58,765,8.1,7.3,7.4,7.7,6.4,5.4,6.1,6.3,6.5,5.9,6.7,7.1,7,6.2,6.7,7
21K728,Liberation Diploma Plus,73,91,41,121,10,66,165,11,160,9,8.5,8.4,8.9,7.1,5.7,6.7,7.5,7.7,6.3,7.3,7.8,8,6.8,7.5,8
22K014,J.H.S. 014 Shell Bank,92,97,15,584,63,89,635,65,580,8.2,7.4,7.3,7.8,8,8.4,8.9,8.9,6.3,5.7,6.7,7.5,7.5,7.2,7.6,8.1
22K052,P.S. 052 Sheepshead Bay,100,80,57,467,0,57,583,8.9,8.1,8,8.2,8.4,7.9,7.9,8.3,8.6,8,8,8.2
22K078,J.H.S. 078 Roy H. Mann,95,89,42,1043,72,430,1098,81,1018,7.9,7.3,7.2,7.6,6.3,6.7,6.6,7.1,5.4,5.4,6,7.2,6.6,6.5,6.6,7.3
22K109,P.S. 109,96,67,32,240,39,155,250,58,481,8.1,7.5,7.7,7.6,5.7,6.1,6.1,6.8,5.4,5.9,6.6,7.4,6.4,6.5,6.8,7.3
22K119,P.S. 119 Amersfort,100,47,39,195,0,37,413,9.2,8.5,8.3,8.7,8.9,7.9,8.3,8.8,9,8.2,8.3,8.8
22K134,P.S. K134,80,92,32,369,0,40,399,8.8,7.9,7.8,8.2,8.7,7,7.6,8.3,8.8,7.4,7.7,8.2
22K139,P.S. 139 Alexine A. Fenty,58,55,41,461,0,71,834,8.5,7.7,7.9,8,6.7,5.1,5.7,6.3,7.6,6.4,6.8,7.1
22K152,School of Science & Technology,92,69,49,479,0,53,691,8.9,8.3,8.1,8.6,7.8,7.3,7.5,8.1,8.4,7.8,7.8,8.3
22K193,P.S. 193 Gil Hodges,97,45,60,314,0,62,701,8.8,7.9,7.9,8.3,7.9,7.8,7.4,8.3,8.3,7.8,7.6,8.3
22K194,P.S. 194 Raoul Wallenberg,95,49,38,164,0,40,333,8.6,8.2,8,8.5,7.1,7.1,7.2,7.7,7.8,7.6,7.6,8.1
22K195,P.S. 195 Manhattan Beach,91,84,21,277,0,23,330,9.1,8.2,7.9,8.2,9,8.3,9,9.1,9.1,8.2,8.4,8.7
22K197,P.S. 197 Brooklyn,94,79,46,336,0,49,428,8.9,8.1,8,8.4,8.2,7.5,8.2,8.8,8.6,7.8,8.1,8.6
22K198,P.S. 198 Brooklyn,67,49,29,228,0,43,465,8.5,8,7.8,8.1,6.9,7.1,7.5,8,7.7,7.5,7.6,8.1
22K203,P.S. 203 Floyd Bennett,59,34,38,246,0,64,723,8.5,7.9,7.7,8.1,5.9,5.9,6,7.1,7.2,6.9,6.8,7.6
22K206,P.S. 206 Joseph F Lamb,99,85,59,341,74,648,345,87,1091,8.5,7.4,7.5,7.7,7.2,6.5,7.1,7.8,7,6,7.1,7.7,7.6,6.7,7.2,7.7
22K207,P.S. 207 Elizabeth G. Leary,97,99,69,324,81,653,334,82,952,8.4,7.5,7.4,7.9,8.2,7.5,7.8,8.4,6.8,6.7,7.3,8,7.8,7.2,7.5,8.1
22K217,P.S. 217 Colonel David Marcus School,67,49,63,485,0,94,993,8.8,8,8.1,8.3,8.1,7.5,7.8,8.4,8.5,7.8,7.9,8.3
22K222,P.S. 222 Katherine R. Snyder,96,82,67,552,0,70,671,9.1,8.5,8.5,8.8,9.1,8.3,8.5,9.1,9.1,8.4,8.5,9
22K234,J.H.S. 234 Arthur W. Cunningham,98,100,64,1796,107,1108,1836,107,1725,8.3,7.6,7.8,7.9,8,7.9,8.2,8.8,6.9,6.3,7.3,8,7.7,7.2,7.7,8.2
22K236,P.S. 236 Mill Basin,96,65,43,300,0,45,459,8.9,8.3,8,8.5,7.5,6.8,7.1,7.6,8.2,7.5,7.6,8.1
22K240,Andries Hudde,95,78,32,1018,62,322,1069,79,1002,7.4,7.1,7.2,7.3,5.6,5.6,5.9,6.4,4.5,5.1,5.4,6.9,5.8,5.9,6.2,6.9
22K245,P.S. 245,94,73,16,152,0,17,209,9.3,8.7,8.5,8.9,8.9,7.8,8.7,9.1,9.1,8.2,8.6,9
22K251,P.S. 251 Paerdegat,98,41,56,212,0,57,518,8.7,8,7.9,8.2,6.9,6.5,6.6,7,7.8,7.3,7.2,7.6
22K254,P.S. 254 Dag Hammarskjold,98,73,43,382,0,44,522,8.9,7.9,7.8,8,8.8,7.8,8,8.9,8.8,7.9,7.9,8.5
22K255,P.S. 255 Barbara Reing School,97,60,65,393,0,67,654,9,8.1,8.1,8.3,8.9,7.8,8.3,8.5,8.9,7.9,8.2,8.4
22K269,P.S. 269 Nostrand,88,73,37,371,0,42,510,8.7,8.1,8,8.3,6.8,6.8,6.7,7.4,7.7,7.4,7.4,7.9
22K277,P.S. 277 Gerritsen Beach,100,92,32,335,0,32,363,9,8.1,8,8.4,8.9,8,8.2,8.9,9,8,8.1,8.7
22K278,J.H.S. 278 Marine Park,94,87,51,919,58,462,978,67,913,9.1,8.6,8.6,8.9,8,7.7,8,8.1,6.6,6.5,7.1,8.1,7.9,7.6,7.9,8.4
22K312,P.S. 312 Bergen Beach,97,85,66,616,0,68,725,9,8.3,8.2,8.6,8.3,8.1,8.5,9.1,8.6,8.2,8.3,8.8
22K315,P.S. K315,92,64,48,406,0,52,632,8.5,7.8,7.8,8.2,7.1,7.4,7.5,7.9,7.8,7.6,7.6,8.1
22K326,P.S. 326,100,68,22,133,0,22,195,9.4,8.9,8.4,9.3,9.3,8.9,9.2,9.1,9.4,8.9,8.8,9.2
22K361,P.S. 361 East Flatbush Early Childhood School,70,39,33,217,0,47,556,8.9,8.3,8.2,8.7,6.6,4.6,5.5,6.3,7.8,6.5,6.9,7.5
22K381,I. S. 381,93,93,33,383,28,129,411,30,393,7.9,6.4,6.4,6.8,7.6,7,7.3,7.8,5.4,5,5.3,6.8,7,6.1,6.3,7.2
22K405,Midwood High School,85,95,75,3330,178,2804,3921,188,3740,7.4,6.5,6.9,7.2,7.4,7.1,7.3,7.8,6.5,5.4,6.2,7.1,7.1,6.3,6.8,7.4
22K425,James Madison High School,86,65,34,2681,106,998,3117,164,2912,8,7.5,7.7,7.9,8.2,7.8,8,8.4,6.5,6,6.7,7.3,7.6,7.1,7.5,7.9
22K495,Sheepshead Bay High School,88,71,11,1759,97,204,1988,137,1871,7.4,6.9,7.1,7.2,6.6,6.4,7,7.2,5.7,5.5,6.4,6.9,6.6,6.3,6.8,7.1
22K535,Leon M. Goldstein High School for the Sciences,92,90,30,933,44,295,1015,49,972,8.8,7.2,7.6,7.6,8.1,6.4,6.7,7.8,7.6,6.3,7.1,7.6,8.2,6.6,7.1,7.7
22K555,Brooklyn College Academy,98,100,56,605,30,328,616,30,587,9,8.1,7.9,8.4,9,8.3,8.4,8.8,7.5,6.5,7.1,8,8.5,7.6,7.8,8.4
23K041,P.S. 041 Francis White,93,81,28,206,44,141,222,54,495,8.3,7.5,7.5,7.9,6.5,6.1,6.6,7.4,5.3,6.2,6.8,7.5,6.7,6.6,7,7.6
23K073,P.S. 073 Thomas S. Boyland,89,79,34,124,31,126,139,39,376,8,8,7.6,8.2,5.7,6.1,6.2,6.9,6.4,5.9,6.8,7.6,6.7,6.7,6.9,7.6
23K137,P.S./I.S. 137 Rachel Jean Mitchell,97,59,59,84,19,161,87,32,275,8.5,8.2,8.1,8.2,7.5,6.8,6.9,7.7,5.6,6.3,6.8,7.1,7.2,7.1,7.2,7.6
23K150,P.S. 150 Christopher,98,92,62,44,24,153,45,26,247,8.4,7.5,7.6,7.4,6.2,6.5,7.3,7.2,6.6,6.5,7.3,7.6,7.1,6.8,7.4,7.4
23K155,P.S./ I.S. 155 Nicholas Herkimer,97,100,76,184,44,318,189,43,421,8.3,7.8,7.6,8.2,7.8,8.2,8.4,8.9,6.2,6.2,7.3,7.7,7.4,7.4,7.8,8.3
23K156,P.S. 156 Waverly,90,67,52,452,0,58,675,8.8,8.2,8.1,8.4,7.6,7.7,7.9,8.4,8.2,7.9,8,8.4
23K165,P.S. 165 Ida Posner,90,83,51,147,39,240,163,47,474,7.8,7.6,7.6,7.9,6.9,6.9,7.4,7.6,6.3,6.6,7.4,7.8,7,7,7.5,7.8
23K178,P.S. 178 Saint Clair Mckelway,93,93,75,177,41,353,190,44,468,7.9,7.6,7.6,7.9,6.9,6.8,7.1,7.7,5.5,6.2,7,7.5,6.8,6.9,7.2,7.7
23K184,P.S. 184 Newport,83,91,28,141,39,111,169,43,391,8.2,7.6,7.6,7.7,5.6,6.3,6.2,6.6,6.4,6.3,6.8,7.6,6.8,6.8,6.9,7.3
23K284,P.S. 284 Lew Wallace,95,100,68,168,47,280,176,44,411,8.2,7.7,7.5,7.8,6.5,6.8,6.9,7.2,6.7,6.5,7.3,7.7,7.1,7,7.3,7.6
23K298,P.S. 298 Dr. Betty Shabazz,86,94,54,166,46,234,194,49,437,7.8,7.3,7.5,7.5,5.3,5.4,5.9,6.3,4.8,5.7,6,7.1,6,6.1,6.5,7
23K323,P.S./I.S. 323,97,98,68,184,41,296,190,42,434,8.5,7.8,7.9,8,7.7,7.2,7.7,8.1,7.4,7.4,8.2,8.4,7.9,7.5,7.9,8.2
23K327,P.S. 327 Dr. Rose B. English,93,89,64,199,49,376,214,55,592,8.1,7.6,7.7,8,7,7.4,7.8,8,5.6,5.6,6.5,7.4,6.9,6.9,7.3,7.8
23K332,P.S. 332 Charles H. Houston,89,92,54,87,33,150,98,36,280,7.2,6.9,7,7.1,6.4,5.9,6.2,6.9,5.7,6,6.3,7.2,6.4,6.2,6.5,7.1
23K392,I.S. 392,88,94,71,242,17,200,274,18,282,8.5,7.5,7.6,8,7.7,7.1,7.1,8.1,6.9,6.4,7.1,8.1,7.7,7,7.3,8.1
23K493,Brooklyn Collegiate: A College Board School,81,57,12,469,21,63,580,37,540,7.7,7.4,7.6,7.3,7.4,7,7.4,7.7,6.1,5.8,6.6,7.4,7.1,6.7,7.2,7.5
23K514,Frederick Douglass Academy VII High School,81,97,65,300,29,234,372,30,358,7.9,7.6,7.5,7.8,6.9,6.5,6.5,7.2,6.2,6.1,6.7,7.5,7,6.8,6.9,7.5
23K518,Kappa V,97,64,76,252,14,190,261,22,251,8.5,7.8,7.6,8.1,6.4,5.9,6.4,6.6,5.7,5.7,6.3,7.3,6.8,6.5,6.8,7.3
23K522,Mott Hall IV,100,100,90,255,13,219,255,13,244,8.7,7.5,7.6,7.8,7.8,6.7,7.1,7.6,6.4,6,6.7,7.5,7.6,6.7,7.1,7.7
23K631,General D. Chappie James Elementary School of Science,67,38,22,132,0,33,349,8,7.7,7.6,7.9,6.5,6.5,6.8,7.4,7.2,7.1,7.2,7.6
23K634,General D. Chappie James Middle School of Science,96,100,47,182,17,87,190,17,185,7.9,7.5,7.3,7.6,6.6,6.7,7,7.2,6.3,6.8,7.2,7.6,6.9,7,7.2,7.5
23K643,Brooklyn Democracy Academy,64,81,17,116,13,31,182,16,180,9.1,8.5,8.2,9,7.6,7.7,8.4,8.7,7.9,6.9,7.7,8.3,8.2,7.7,8.1,8.7
23K644,Eagle Academy for Young Men II,81,93,94,167,14,189,205,15,202,9.2,8.6,8.4,9,9.4,8.9,9.7,9.6,7.6,6.9,8.4,8.8,8.8,8.1,8.8,9.1
23K645,EBC/ENY High School for Public Safety & Law,55,100,6,36,6,4,65,6,62,8.6,7.5,7.4,7.6,7.8,6.7,7.8,7.8,6.9,5.8,6.3,6.8,7.6,6.5,7.1,7.3
23K646,Aspirations Diploma Plus High School,52,79,23,108,15,48,209,19,205,8.7,7.7,7.8,8.4,6,4.7,6.3,6.8,7.3,6.4,7.2,7.7,7.3,6.3,7.1,7.6
23K647,Metropolitan Diploma Plus High School,77,50,31,151,8,60,196,16,193,8.6,8.3,8,8.6,6.3,5.4,6.8,7.5,7.4,7,7.5,8.1,7.5,6.9,7.4,8
23K671,MOTT HALL BRIDGES MIDDLE SCHOOL,90,100,35,38,5,14,42,5,40,9,9,8.8,9.3,6.3,8,6.9,7.1,7.6,7.3,7.7,8.3,7.6,8.1,7.8,8.2
23K697,Teachers Preparatory High School,90,67,45,492,26,228,549,39,504,8.1,7.6,7.6,8,6.8,5.8,6.1,7.2,6.4,6.3,7,7.8,7.1,6.6,6.9,7.7
24Q005,I.S. 5 - The Walter Crowley Intermediate School,94,95,55,1412,104,783,1508,109,1414,8.4,7.4,7.4,7.8,7.3,7.3,7.6,8.3,6.6,6,6.6,7.5,7.4,6.9,7.2,7.9
24Q007,P.S. 007 Louis F. Simeone,71,61,63,653,0,89,1075,8.7,7.6,7.5,7.6,7.7,6.1,6.2,7,8.2,6.8,6.9,7.3
24Q012,P.S. 012 James B. Colgate,83,73,71,793,0,86,1092,8.9,8,7.8,8.1,9,8,8.4,8.8,9,8,8.1,8.4
24Q013,P.S. 013 Clement C. Moore,89,91,74,1072,0,83,1181,8.6,7.6,7.3,7.7,8,6.6,6.9,7.7,8.3,7.1,7.1,7.7
